"tablescraper-selected-row href","css-6ubqba","css-1oq4rdn","css-1hqv54u","css-1hqv54u 2","css-1hqv54u 3"
"https://secrethunter.io/jobs/python-web-developer-temporary-position-at-mobileye-4031860154","Python web developer (temporary position)","Mobileye","Jerusalem","3 weeks","Score: 65"
"https://secrethunter.io/jobs/software-engineer-python-at-newphotonics-4078297696","Software engineer -python","NewPhotonics","Petah Tikva","3 weeks","Score: 65"
"https://secrethunter.io/jobs/senior-python-developer-data-platform-at-mobileye-4078140025","Senior python developer- data platform","Mobileye","Jerusalem","2 weeks","Score: 64"
"https://secrethunter.io/jobs/senior-software-engineer-python-programming-language-at-commvault-4027620404","Senior software engineer (python programming language)","Commvault","Israel","2 weeks","Score: 63"
"https://secrethunter.io/jobs/qa-automation-low-level-python-at-intel-corporation-4084418797","QA automation - low level (python)","Intel Corporation","Petah Tikva","5 days","Score: 59"
"https://secrethunter.io/jobs/senior-python-engineer-at-matehr-4086987706","Senior python engineer","MateHR","Tel Aviv","6 days","Score: 59"
"https://secrethunter.io/jobs/software-manager-sonic-verification-python-at-nvidia-4071894587","Software manager, sonic verification - python","NVIDIA","Raanana","4 days","Score: 58"
"https://secrethunter.io/jobs/experienced-python-developer-at-mobileye-4037915467","Experienced python developer","Mobileye","Jerusalem","3 months","Score: 55"
"https://secrethunter.io/jobs/15.A4B","Python backend engineer","Panorays","Tel Aviv","3 months","Score: 55"
"https://secrethunter.io/jobs/A2.34E","Senior python developer","SolarEdge","Herzliya","3 months","Score: 55"
"https://secrethunter.io/jobs/python-algorithms-developer-at-finaloop-4006589422","Python algorithms developer","Finaloop","Tel Aviv","4 months","Score: 55"
"https://secrethunter.io/jobs/30.A4A","Python developer","Infinidat","Herzliya","3 months","Score: 55"
"https://secrethunter.io/jobs/python-developer-at-varonis-3921242161","Python developer","Varonis","Herzliya","3 months","Score: 55"
"https://secrethunter.io/jobs/python-development-team-leader-at-mobileye-3924138840","Python development team leader","Mobileye","Ramat Gan","3 months","Score: 54"
"https://secrethunter.io/jobs/B8.C40","Real-time c++ and python software engineer","Neureality AI","Tel Aviv","2 months","Score: 54"
"https://secrethunter.io/jobs/backend-python-team-leader-data-platform-at-mobileye-3839659418","Backend python team leader- data platform","Mobileye","Ramat Gan","3 months","Score: 54"
"https://secrethunter.io/jobs/senior-backend-python-developer-data-platform-at-mobileye-3771799661","Senior backend python developer- data platform","Mobileye","Ramat Gan","3 months","Score: 53"
"https://secrethunter.io/jobs/48.548","Python sdk team lead quantum computing","Quantum Machines","Tel Aviv","4 months","Score: 53"
"https://secrethunter.io/jobs/D8.700","Backend developer – python expert","Vast Data","Tel Aviv","6 months","Score: 53"
"https://secrethunter.io/jobs/backend-python-developer-team-lead-at-mobileye-4043015734","Backend python developer team lead","Mobileye","Jerusalem","2 weeks","Score: 53"
"https://secrethunter.io/jobs/97.44A","Senior python developer","Sunbit","Tel Aviv","2 months","Score: 53"
"https://secrethunter.io/jobs/32.946","Senior python engineer","Quantum Machines","Tel Aviv","4 months","Score: 53"
"https://secrethunter.io/jobs/python-developer-at-mobileye-3964582811","Python developer","Mobileye","Haifa","3 months","Score: 53"
"https://secrethunter.io/jobs/D1.547","Software engineer (python, backend)","Trax Retail","Tel Aviv","5 months","Score: 52"
"https://secrethunter.io/jobs/senior-python-engineer-at-d-fend-solutions-3959578503","Senior python engineer","D-Fend Solutions","Raanana","6 months","Score: 52"
"https://secrethunter.io/jobs/sr-python-engineer-at-grubhub-4073664580","Sr python engineer","Grubhub","Tel Aviv","3 weeks","Score: 52"
"https://secrethunter.io/jobs/%D7%90%D7%99%D7%A0%D7%98%D7%92%D7%A8%D7%98%D7%95%D7%A8-%D7%99%D7%AA-%D7%AA%D7%95%D7%9B%D7%A0%D7%94-at-matrix-4086323026","אינטגרטור/ית תוכנה","Matrix","Rehovot","2 days","Score: 51"
"https://secrethunter.io/jobs/B3.E4F","Junior software engineer","Nym","Tel Aviv","12 hours","Score: 49"
"https://secrethunter.io/jobs/senior-python-developer-data-platform-at-mobileye-4067382181","Senior python developer- data platform","Mobileye","Ramat Gan","1 month","Score: 49"
"https://secrethunter.io/jobs/real-time-software-developer-at-niart-systems-ltd-3948586942","Real-time software developer","NIART SYSTEMS LTD","Rehovot","1 week","Score: 47"
"https://secrethunter.io/jobs/senior-software-engineer-system-customization-team-at-nvidia-4032356230","Senior software engineer - system customization team","NVIDIA","Yokeam Illit","1 week","Score: 47"
"https://secrethunter.io/jobs/principal-data-scientist-cortex-at-palo-alto-networks-4068070518","Principal data scientist (cortex)","Palo Alto Networks","Tel Aviv","5 days","Score: 47"
"https://secrethunter.io/jobs/5B.941","Devops engineer","Kaltura","Bnei Brak","3 weeks","Score: 44"
"https://secrethunter.io/jobs/coders-ai-training-remote-at-braintrust-4047619034","Coders - AI training [remote]","Braintrust","Tel Aviv","2 weeks","Score: 44"
"https://secrethunter.io/jobs/Lightricks-7737732002","Large scale training engineer","Lightricks","Jerusalem","2 weeks","Score: 44"
"https://secrethunter.io/jobs/senior-c%2B%2B-engineer-cross-platform-team-cortex-xdr-at-palo-alto-networks-4083469214","Senior c++ engineer- cross platform team (cortex xdr)","Palo Alto Networks","Tel Aviv","2 weeks","Score: 44"
"https://secrethunter.io/jobs/senior-system-production-engineer-at-nvidia-3870188538","Senior system production engineer","NVIDIA","Yokeam Illit","3 weeks","Score: 44"
"https://secrethunter.io/jobs/solution-engineer-at-matrix-usa-4080041316","Solution engineer","Matrix USA","Kfar Saba","2 weeks","Score: 43"
"https://secrethunter.io/jobs/software-engineer-c%23-python-din-at-abra-r-d-solutions-formerly-devalore-4071184039","Software engineer (c#&python)- din","Abra R&D Solutions (formerly Devalore)","Hod Hasharon","1 month","Score: 43"
"https://secrethunter.io/jobs/market-data-analyst-at-discount-bank-%D7%91%D7%A0%D7%A7-%D7%93%D7%99%D7%A1%D7%A7%D7%95%D7%A0%D7%98-4069825978","Market data analyst","Discount Bank בנק דיסקונט","Rishon Lezion","1 month","Score: 41"
"https://secrethunter.io/jobs/%D7%9E%D7%A4%D7%A2%D7%99%D7%9C-%D7%AA-ems-at-enlight-renewable-energy-ltd-enlt-4071179669","מפעיל/ת ems","Enlight Renewable Energy Ltd (ENLT)","Rosh Ha'ayin","1 month","Score: 40"
"https://secrethunter.io/jobs/56.448","Python game designer","NeoGames","Tel Aviv","7 months","Score: 40"
"https://secrethunter.io/jobs/%D7%9E%D7%94%D7%A0%D7%93%D7%A1-%D7%AA-%D7%90%D7%99%D7%A0%D7%98%D7%92%D7%A8%D7%A6%D7%99%D7%94-%D7%95%D7%A0%D7%99%D7%A1%D7%95%D7%99%D7%99%D7%9D-at-elbit-systems-israel-4062487978","מהנדס.ת אינטגרציה וניסויים","Elbit Systems Israel","Ramat Hashron","3 weeks","Score: 40"
"https://secrethunter.io/jobs/c%2B%2B-developer-at-qspark-3999134492","C++ developer","QSpark","Tel Aviv","4 months","Score: 34"
"https://secrethunter.io/jobs/31.04A","מנתח/ת ומנהל/ת מערכת","Abra","Haifa","2 years","Score: 34"
"https://secrethunter.io/jobs/clinical-programmer-at-novocure-4027363628","Clinical programmer","Novocure","Tiratkarmel","3 months","Score: 34"
"https://secrethunter.io/jobs/nice-systems-4438788101","Bi data platform","NICE","Israel - Raanana","2 months","Score: 34"
"https://secrethunter.io/jobs/software-engineer-at-jether-energy-research-3704850427","Software engineer","Jether Energy Research","Tel Aviv","2 years","Score: 33"
"https://secrethunter.io/jobs/69.545","Devops / MLops engineer","Wsc Sports","Ramat Gan","5 months","Score: 33"
"https://secrethunter.io/jobs/8B.844","Software engineer (mgmt.)","Silk","Yokeam Illit","4 months","Score: 33"
"https://secrethunter.io/jobs/senior-system-software-engineer-at-piiano-4041645054","Senior system software engineer","Piiano","Tel Aviv","2 months","Score: 33"
"https://secrethunter.io/jobs/senior-code-module-java-engineer-discover-the-inner-workings-of-java%21-at-dynatrace-3825503891","Senior code module (java) engineer: discover the inner workings of java!","Dynatrace","Tel Aviv","2 weeks","Score: 32"
"https://secrethunter.io/jobs/phy-system-engineer-at-cisco-4034652777","Phy system engineer","Cisco","Caesarea","3 months","Score: 32"
"https://secrethunter.io/jobs/1A.C40","Lab technician","Hailo","Tel Aviv","2 months","Score: 32"
"https://secrethunter.io/jobs/4C.138","Researcher","Final","Herzliya","3 months","Score: 32"
"https://secrethunter.io/jobs/73.C4E","Devops engineer","Cyberbit","Ra'anana","2 months","Score: 32"
"https://secrethunter.io/jobs/%D7%99%D7%95%D7%A2%D7%A6-%D7%AA-%D7%9B%D7%9C%D7%9B%D7%9C%D7%99-%D7%9E%D7%9C%D7%95%D7%95%D7%94-%D7%A6%D7%95%D7%95%D7%AA-%D7%9E%D7%A0%D7%94%D7%9C%D7%99-%D7%9B%D7%A1%D7%A4%D7%99%D7%9D-%D7%90%D7%96%D7%95%D7%A8%D7%99%D7%99%D7%9D-%E2%80%93-%D7%91%D7%99%D7%A8%D7%95%D7%A9%D7%9C%D7%99%D7%9D-at-kpmg-israel-4030288991","יועצ.ת כלכלי מלווה צוות מנהלי כספים אזוריים – בירושלים","KPMG Israel","Jerusalem","3 months","Score: 32"
"https://secrethunter.io/jobs/0D.745","Genai/NLP algorithm developer","Wsc Sports","Ramat Gan","5 months","Score: 32"
"https://secrethunter.io/jobs/C4.244","Graph compiler engineer","NextSilicon","Givatayim","6 months","Score: 32"
"https://secrethunter.io/jobs/8D.A40","Devops engineer","Orpak Systems","Yakum","3 months","Score: 32"
"https://secrethunter.io/jobs/B9.B4B","Product analyst","WSC Sports Technologies","Ramat-Gan","2 months","Score: 32"
"https://secrethunter.io/jobs/14247-junior-software-integrator-at-qualitest-3977671696","14247 - junior software integrator","Qualitest","Petah Tikva","5 months","Score: 32"
"https://secrethunter.io/jobs/c%2B%2B-team-lead-at-qspark-3999161886","C++ team lead","QSpark","Tel Aviv","4 months","Score: 32"
"https://secrethunter.io/jobs/C1.64D","C++ developer","Deep Instinct","Tel Aviv","4 months","Score: 32"
"https://secrethunter.io/jobs/installation-tool-engineer-at-bmc-software-4020732788","Installation tool engineer","BMC Software","Tel Aviv","3 months","Score: 32"
"https://secrethunter.io/jobs/C3.944","Software developer","Xtend","Tel Aviv","4 months","Score: 32"
"https://secrethunter.io/jobs/E7.A4B","Senior data platform engineer","Skyline","Tel Aviv","3 months","Score: 32"
"https://secrethunter.io/jobs/%D7%9E%D7%97%D7%A1%D7%A0%D7%90%D7%99-%D7%AA-%D7%9C%D7%A1%D7%9C%D7%90-%D7%98%D7%91%D7%A2-%D7%A9%D7%95%D7%94%D7%9D-at-teva-pharmaceuticals-4027188178","מחסנאי/ת לסלא טבע שוהם","Teva Pharmaceuticals","Hod Hasharon","3 months","Score: 32"
"https://secrethunter.io/jobs/F1.34F","EdgeAI npu developer (embedded c/c++)","CEVA","Herzliya","4 months","Score: 32"
"https://secrethunter.io/jobs/30.C0C","Bi developer","MoonActive","Tel Aviv","5 months","Score: 32"
"https://secrethunter.io/jobs/datadog-6272785","Engineering manager i dynamic code instrumentation","Datadog","Madrid","3 months","Score: 32"
"https://secrethunter.io/jobs/3F.A42","Software sdk engineer","Neureality AI","Tel Aviv","3 months","Score: 31"
"https://secrethunter.io/jobs/automation-engineer-at-appsforce-3986062501","Automation engineer","Appsforce","Beer Sheva","5 months","Score: 31"
"https://secrethunter.io/jobs/49.C45","Data operations student","Prisma Photonics","Tel Aviv","2 months","Score: 31"
"https://secrethunter.io/jobs/8E.54A","Devops engineer","Code Ocean","6 months","Score: 31",""
"https://secrethunter.io/jobs/Cato-Networks-4226118101","Javascript / salesforce developer -information systems","Cato Networks","Israel","1 month","Score: 29"
"https://secrethunter.io/jobs/F8.C2E","מנתח/ת מערכות עם סיווג","Abra","Yavne","2 years","Score: 23"
"https://secrethunter.io/jobs/%D7%9E%D7%A0%D7%AA%D7%97-%D7%AA-%D7%9E%D7%A2%D7%A8%D7%9B%D7%95%D7%AA-bi-at-globalbit-3982979137","מנתח.ת מערכות bi","Globalbit","Tel Aviv","5 months","Score: 22"
"https://secrethunter.io/jobs/SimilarWeb-5948070","Data analyst","SimilarWeb","Tel Aviv","8 months","Score: 21"
"https://secrethunter.io/jobs/3F.549","Java מפתח/ת-470","Abra","Jerusalem","8 months","Score: 21"
"https://secrethunter.io/jobs/D1.544","Bi מנתח/ת מערכות","Abra","Ramat gan","8 months","Score: 20"
"https://secrethunter.io/jobs/SimilarWeb-5889233","ML & big data analyst","SimilarWeb","Tel Aviv","8 months","Score: 20"
"https://secrethunter.io/jobs/%D7%AA%D7%9B%D7%A0%D7%AA-5-%D7%A6%D7%99%D7%A8%D7%99%D7%9D-programmer-at-tat-technologies-ltd-4011342112","תכנת 5 צירים programmer","TAT Technologies Ltd.","Kiryatata","4 months","Score: 20"
"https://secrethunter.io/jobs/D0.B18","General pipeline","Pliops","Ramantgan","4 months","Score: 20"
